image_path,transcription,source,split
data/iam/iam_words/words\d04\d04-050\d04-050-03-05.png,each,iam,train
data/iam/iam_words/words\d04\d04-089\d04-089-07-04.png,within,iam,train
data/iam/iam_words/words\a03\a03-006\a03-006-00-02.png,for,iam,train
data/iam/iam_words/words\b04\b04-066\b04-066-02-07.png,pessimists,iam,train
data/iam/iam_words/words\e06\e06-003\e06-003-00-04.png,that,iam,train
data/iam/iam_words/words\d05\d05-021\d05-021-07-02.png,translation,iam,train
data/iam/iam_words/words\d04\d04-050\d04-050-02-02.png,think,iam,train
data/iam/iam_words/words\d06\d06-111\d06-111-03-11.png,be,iam,train
data/iam/iam_words/words\a01\a01-122\a01-122-02-10.png,us,iam,train
data/synthetic/images/synth_00990.png,Tab. Diclofenac 50mg BD pc,synthetic,train
data/iam/iam_words/words\c04\c04-156\c04-156-00-05.png,of,iam,train
data/iam/iam_words/words\b01\b01-084\b01-084-02-03.png,who,iam,train
data/iam/iam_words/words\d01\d01-024\d01-024-04-04.png,original,iam,train
data/iam/iam_words/words\a03\a03-011\a03-011-04-01.png,uncommitted,iam,train
data/iam/iam_words/words\a01\a01-014x\a01-014x-07-01.png,aide,iam,train
data/iam/iam_words/words\a03\a03-034\a03-034-00-05.png,basing,iam,train
data/iam/iam_words/words\a02\a02-053\a02-053-01-10.png,which,iam,train
data/iam/iam_words/words\b01\b01-049\b01-049-03-08.png,dollars,iam,train
data/iam/iam_words/words\e01\e01-113\e01-113-03-02.png,Hold,iam,train
data/iam/iam_words/words\a03\a03-040\a03-040-02-03.png,to,iam,train
data/iam/iam_words/words\e01\e01-119\e01-119-02-09.png,hook,iam,train
data/iam/iam_words/words\e02\e02-086\e02-086-09-00.png,made,iam,train
data/iam/iam_words/words\a03\a03-011\a03-011-04-06.png,work,iam,train
data/iam/iam_words/words\e02\e02-094\e02-094-05-02.png,man,iam,train
data/iam/iam_words/words\b06\b06-068\b06-068-05-06.png,Common,iam,train
data/iam/iam_words/words\d04\d04-058\d04-058-05-04.png,and,iam,train
data/iam/iam_words/words\a01\a01-117u\a01-117u-04-06.png,cent.,iam,train
data/iam/iam_words/words\d06\d06-113\d06-113-00-10.png,peace,iam,train
data/iam/iam_words/words\e01\e01-032\e01-032-08-06.png,of,iam,train
data/iam/iam_words/words\d06\d06-003\d06-003-03-01.png,to,iam,train
data/iam/iam_words/words\a05\a05-025\a05-025-04-05.png,utmost,iam,train
data/iam/iam_words/words\e06\e06-026\e06-026-09-01.png,Suffolk,iam,train
data/iam/iam_words/words\c03\c03-016a\c03-016a-01-02.png,in,iam,train
data/iam/iam_words/words\a05\a05-099\a05-099-04-00.png,theme,iam,train
data/iam/iam_words/words\d06\d06-107\d06-107-06-00.png,To,iam,train
data/iam/iam_words/words\d01\d01-080\d01-080-05-01.png,opinion,iam,train
data/iam/iam_words/words\c03\c03-094c\c03-094c-06-04.png,played,iam,train
data/iam/iam_words/words\a05\a05-022\a05-022-04-06.png,Watkinson,iam,train
data/iam/iam_words/words\b01\b01-000\b01-000-02-02.png,of,iam,train
data/iam/iam_words/words\b04\b04-140\b04-140-05-03.png,have,iam,train
data/iam/iam_words/words\c02\c02-078\c02-078-03-02.png,of,iam,train
data/iam/iam_words/words\b01\b01-113\b01-113-04-05.png,neighbour,iam,train
data/iam/iam_words/words\c06\c06-000\c06-000-01-02.png,sunny,iam,train
data/iam/iam_words/words\e02\e02-094\e02-094-00-05.png,power,iam,train
data/iam/iam_words/words\a04\a04-043\a04-043-05-00.png,weapons,iam,train
data/iam/iam_words/words\a01\a01-132x\a01-132x-06-05.png,said,iam,train
data/iam/iam_words/words\e04\e04-038\e04-038-06-00.png,satisfying,iam,train
data/iam/iam_words/words\d05\d05-013\d05-013-02-00.png,They,iam,train
data/iam/iam_words/words\a06\a06-114\a06-114-00-02.png,joined,iam,train
data/iam/iam_words/words\c03\c03-084b\c03-084b-03-04.png,play,iam,train
data/iam/iam_words/words\e06\e06-026\e06-026-06-03.png,blown,iam,train
data/iam/iam_words/words\b06\b06-082\b06-082-01-06.png,defence,iam,train
data/iam/iam_words/words\a05\a05-069\a05-069-01-03.png,Mr.,iam,train
data/iam/iam_words/words\c01\c01-009\c01-009-00-01.png,production,iam,train
data/iam/iam_words/words\d04\d04-005\d04-005-00-05.png,Solomon,iam,train
data/iam/iam_words/words\e04\e04-132\e04-132-00-01.png,these,iam,train
data/iam/iam_words/words\a01\a01-107u\a01-107u-00-05.png,comprehensive,iam,train
data/iam/iam_words/words\a06\a06-124\a06-124-05-05.png,the,iam,train
data/iam/iam_words/words\b05\b05-042\b05-042-08-03.png,by,iam,train
data/iam/iam_words/words\a02\a02-046\a02-046-02-07.png,faced,iam,train
data/iam/iam_words/words\b04\b04-162\b04-162-04-07.png,in,iam,train
data/iam/iam_words/words\a04\a04-003\a04-003-01-00.png,President,iam,train
data/iam/iam_words/words\c03\c03-094b\c03-094b-04-05.png,Richards,iam,train
data/iam/iam_words/words\a01\a01-038x\a01-038x-01-04.png,the,iam,train
data/iam/iam_words/words\b01\b01-132\b01-132-05-03.png,decide,iam,train
data/iam/iam_words/words\c03\c03-087e\c03-087e-05-02.png,We,iam,train
data/iam/iam_words/words\e06\e06-041\e06-041-03-04.png,vibrations,iam,train
data/synthetic/images/synth_00524.png,Tab. Paracetamol 650mg SOS,synthetic,train
data/iam/iam_words/words\d06\d06-107\d06-107-02-05.png,which,iam,train
data/iam/iam_words/words\c03\c03-084e\c03-084e-05-05.png,Ferris,iam,train
data/iam/iam_words/words\e04\e04-034\e04-034-05-05.png,using,iam,train
data/iam/iam_words/words\b06\b06-036\b06-036-01-07.png,keep,iam,train
data/iam/iam_words/words\a01\a01-128\a01-128-00-02.png,Brown,iam,train
data/iam/iam_words/words\a06\a06-090\a06-090-00-01.png,claimed,iam,train
data/iam/iam_words/words\c03\c03-003e\c03-003e-07-04.png,attempted,iam,train
data/iam/iam_words/words\a01\a01-007x\a01-007x-02-04.png,abolition,iam,train
data/iam/iam_words/words\a01\a01-113\a01-113-00-09.png,was,iam,train
data/iam/iam_words/words\b02\b02-097\b02-097-00-11.png,is,iam,train
data/iam/iam_words/words\b06\b06-004\b06-004-02-03.png,along,iam,train
data/iam/iam_words/words\a06\a06-064\a06-064-01-02.png,rallied,iam,train
data/iam/iam_words/words\a04\a04-003\a04-003-02-02.png,of,iam,train
data/iam/iam_words/words\c03\c03-087d\c03-087d-08-05.png,manipulated,iam,train
data/iam/iam_words/words\a02\a02-093\a02-093-03-00.png,Iain,iam,train
data/iam/iam_words/words\d06\d06-003\d06-003-02-04.png,groundless,iam,train
data/iam/iam_words/words\d05\d05-025\d05-025-03-05.png,James,iam,train
data/iam/iam_words/words\b02\b02-035\b02-035-09-03.png,tries,iam,train
data/iam/iam_words/words\a04\a04-000\a04-000-01-01.png,Mr.,iam,train
data/iam/iam_words/words\a05\a05-053\a05-053-00-04.png,would,iam,train
data/iam/iam_words/words\e02\e02-100\e02-100-04-01.png,put,iam,train
data/iam/iam_words/words\c06\c06-031\c06-031-01-01.png,his,iam,train
data/iam/iam_words/words\d05\d05-030\d05-030-00-05.png,Archbishop,iam,train
data/iam/iam_words/words\a06\a06-124\a06-124-05-08.png,England,iam,train
data/iam/iam_words/words\a03\a03-034\a03-034-00-03.png,Cabinet,iam,train
data/iam/iam_words/words\b01\b01-113\b01-113-05-08.png,back,iam,train
data/iam/iam_words/words\e04\e04-022\e04-022-05-02.png,of,iam,train
data/iam/iam_words/words\e04\e04-058\e04-058-05-04.png,Fir,iam,train
data/iam/iam_words/words\c06\c06-080\c06-080-05-05.png,Most,iam,train
data/synthetic/images/synth_00497.png,Tab. Amlodipine 5mg OD,synthetic,train
data/iam/iam_words/words\a04\a04-039\a04-039-06-06.png,received,iam,train
data/iam/iam_words/words\b04\b04-162\b04-162-04-03.png,Indian,iam,train
data/iam/iam_words/words\d04\d04-050\d04-050-00-04.png,in,iam,train
data/iam/iam_words/words\b01\b01-057\b01-057-00-01.png,CURIOUS,iam,train
data/iam/iam_words/words\c03\c03-096d\c03-096d-06-06.png,of,iam,train
data/iam/iam_words/words\a01\a01-011u\a01-011u-04-07.png,common,iam,train
data/iam/iam_words/words\a01\a01-053\a01-053-07-07.png,Robertson's,iam,train
data/iam/iam_words/words\a02\a02-067\a02-067-00-06.png,they,iam,train
data/iam/iam_words/words\e01\e01-113\e01-113-02-03.png,over,iam,train
data/iam/iam_words/words\b02\b02-105\b02-105-05-02.png,polling,iam,train
data/iam/iam_words/words\e07\e07-003\e07-003-01-08.png,pests,iam,train
data/iam/iam_words/words\b06\b06-008\b06-008-04-00.png,1961,iam,train
data/iam/iam_words/words\a03\a03-006\a03-006-00-09.png,Indo-,iam,train
data/iam/iam_words/words\a01\a01-026x\a01-026x-06-01.png,the,iam,train
data/iam/iam_words/words\b05\b05-032\b05-032-09-03.png,the,iam,train
data/iam/iam_words/words\a05\a05-022\a05-022-01-02.png,the,iam,train
data/iam/iam_words/words\b06\b06-097\b06-097-05-03.png,balloon,iam,train
data/iam/iam_words/words\d06\d06-003\d06-003-05-07.png,through,iam,train
data/iam/iam_words/words\c04\c04-122\c04-122-05-13.png,and,iam,train
data/iam/iam_words/words\a01\a01-014x\a01-014x-00-03.png,Federal,iam,train
data/synthetic/images/synth_00170.png,Tab. Aspirin 75mg OD pc,synthetic,train
data/iam/iam_words/words\b04\b04-054\b04-054-01-02.png,Government,iam,train
data/iam/iam_words/words\b04\b04-004\b04-004-05-00.png,pastime,iam,train
data/synthetic/images/synth_00435.png,Tab. Aspirin 75mg OD pc,synthetic,train
data/iam/iam_words/words\e01\e01-018\e01-018-02-03.png,broad,iam,train
data/iam/iam_words/words\a01\a01-049x\a01-049x-05-04.png,Southern,iam,train
data/iam/iam_words/words\b01\b01-094\b01-094-04-00.png,of,iam,train
data/iam/iam_words/words\c02\c02-035\c02-035-04-07.png,great,iam,train
data/iam/iam_words/words\d07\d07-085\d07-085-01-03.png,good,iam,train
data/iam/iam_words/words\c06\c06-039\c06-039-03-02.png,during,iam,train
data/iam/iam_words/words\e04\e04-099\e04-099-05-01.png,other,iam,train
data/iam/iam_words/words\c04\c04-150\c04-150-01-06.png,of,iam,train
data/iam/iam_words/words\a02\a02-098\a02-098-05-05.png,Moffat,iam,train
data/iam/iam_words/words\a04\a04-031\a04-031-02-03.png,two,iam,train
data/synthetic/images/synth_00441.png,Tab. Paracetamol 650mg SOS,synthetic,train
data/iam/iam_words/words\a01\a01-113\a01-113-00-02.png,them,iam,train
data/iam/iam_words/words\d03\d03-117\d03-117-06-01.png,read,iam,train
data/iam/iam_words/words\b04\b04-047\b04-047-01-09.png,United,iam,train
data/iam/iam_words/words\a05\a05-073\a05-073-00-00.png,He,iam,train
data/iam/iam_words/words\a04\a04-019\a04-019-00-07.png,noted,iam,train
data/iam/iam_words/words\a05\a05-000\a05-000-01-03.png,March,iam,train
data/iam/iam_words/words\c03\c03-000f\c03-000f-07-05.png,everywhere,iam,train
data/iam/iam_words/words\c06\c06-100\c06-100-06-08.png,gets,iam,train
data/iam/iam_words/words\a04\a04-103\a04-103-04-04.png,in,iam,train
data/iam/iam_words/words\e01\e01-119\e01-119-00-02.png,Insert,iam,train
data/iam/iam_words/words\b04\b04-034\b04-034-02-09.png,themselves,iam,train
data/iam/iam_words/words\c04\c04-122\c04-122-02-00.png,tuneful,iam,train
data/synthetic/images/synth_00278.png,Cap. Omeprazole 20mg OD ac,synthetic,train
data/iam/iam_words/words\b06\b06-036\b06-036-05-08.png,Let,iam,train
data/iam/iam_words/words\e02\e02-117\e02-117-07-00.png,designed,iam,train
data/iam/iam_words/words\c03\c03-003b\c03-003b-00-10.png,conceived,iam,train
data/iam/iam_words/words\c03\c03-021d\c03-021d-09-05.png,to,iam,train
data/iam/iam_words/words\a05\a05-017\a05-017-05-05.png,he,iam,train
data/iam/iam_words/words\a02\a02-124\a02-124-03-04.png,stations,iam,train
data/iam/iam_words/words\c03\c03-021d\c03-021d-05-01.png,as,iam,train
data/iam/iam_words/words\b04\b04-010\b04-010-00-03.png,for,iam,train
data/synthetic/images/synth_00414.png,Inj. Insulin 10 units SC stat,synthetic,train
data/iam/iam_words/words\e04\e04-103\e04-103-00-08.png,now,iam,train
data/iam/iam_words/words\a02\a02-012\a02-012-05-05.png,is,iam,train
data/synthetic/images/synth_00852.png,Tab. Losartan 50mg OD,synthetic,train
data/iam/iam_words/words\c01\c01-066\c01-066-03-08.png,turning,iam,train
data/iam/iam_words/words\a01\a01-049x\a01-049x-09-06.png,had,iam,train
data/iam/iam_words/words\e04\e04-079\e04-079-07-01.png,ground,iam,train
data/iam/iam_words/words\a02\a02-004\a02-004-06-00.png,Privy,iam,train
data/iam/iam_words/words\b06\b06-056\b06-056-03-04.png,the,iam,train
data/iam/iam_words/words\b05\b05-038\b05-038-03-03.png,who,iam,train
data/synthetic/images/synth_00197.png,Inj. Insulin 10 units SC stat,synthetic,train
data/iam/iam_words/words\b05\b05-074\b05-074-08-00.png,to,iam,train
data/iam/iam_words/words\d06\d06-060\d06-060-05-00.png,great,iam,train
data/iam/iam_words/words\a02\a02-024\a02-024-05-03.png,morning,iam,train
data/iam/iam_words/words\e07\e07-072\e07-072-01-02.png,end,iam,train
data/iam/iam_words/words\b01\b01-118\b01-118-02-09.png,without,iam,train
data/iam/iam_words/words\b04\b04-060\b04-060-05-00.png,for,iam,train
data/iam/iam_words/words\a04\a04-072\a04-072-09-06.png,wages,iam,train
data/iam/iam_words/words\d04\d04-071\d04-071-00-04.png,the,iam,train
data/iam/iam_words/words\b01\b01-113\b01-113-04-01.png,believes,iam,train
data/iam/iam_words/words\c03\c03-003d\c03-003d-02-01.png,again,iam,train
data/iam/iam_words/words\c03\c03-021a\c03-021a-02-01.png,from,iam,train
data/iam/iam_words/words\a04\a04-031\a04-031-08-00.png,to,iam,train
data/iam/iam_words/words\a03\a03-071\a03-071-01-02.png,the,iam,train
data/iam/iam_words/words\a04\a04-039\a04-039-08-02.png,safeguard,iam,train
data/iam/iam_words/words\b01\b01-062\b01-062-09-04.png,it,iam,train
data/iam/iam_words/words\a02\a02-111\a02-111-00-06.png,in,iam,train
data/iam/iam_words/words\a01\a01-132u\a01-132u-05-03.png,Answering,iam,train
data/iam/iam_words/words\c04\c04-013\c04-013-02-08.png,get,iam,train
data/iam/iam_words/words\b05\b05-079\b05-079-03-00.png,invasion,iam,train
data/iam/iam_words/words\b01\b01-062\b01-062-06-03.png,our,iam,train
data/iam/iam_words/words\c04\c04-165\c04-165-06-04.png,wide,iam,train
data/iam/iam_words/words\a04\a04-081\a04-081-07-03.png,was,iam,train
data/iam/iam_words/words\a05\a05-125\a05-125-06-01.png,M.P.s,iam,train
data/iam/iam_words/words\d01\d01-049\d01-049-02-11.png,exactly,iam,train
data/iam/iam_words/words\b06\b06-032\b06-032-05-03.png,the,iam,train
data/iam/iam_words/words\a06\a06-090\a06-090-02-05.png,determining,iam,train
data/iam/iam_words/words\a06\a06-044\a06-044-01-09.png,thing,iam,train
data/iam/iam_words/words\c03\c03-016c\c03-016c-00-06.png,telling,iam,train
data/iam/iam_words/words\a06\a06-124\a06-124-02-09.png,in,iam,train
data/iam/iam_words/words\c04\c04-044\c04-044-05-03.png,long,iam,train
data/iam/iam_words/words\a01\a01-107u\a01-107u-04-08.png,Tories,iam,train
data/iam/iam_words/words\a04\a04-089\a04-089-06-06.png,out,iam,train
data/iam/iam_words/words\b01\b01-073\b01-073-09-00.png,more,iam,train
data/iam/iam_words/words\b01\b01-089\b01-089-04-02.png,there,iam,train
data/iam/iam_words/words\a06\a06-000\a06-000-03-03.png,his,iam,train
data/iam/iam_words/words\a03\a03-011\a03-011-04-04.png,even,iam,train
data/iam/iam_words/words\a04\a04-059\a04-059-01-02.png,Holy,iam,train
data/iam/iam_words/words\b06\b06-100\b06-100-01-05.png,extensions,iam,train
data/iam/iam_words/words\a02\a02-053\a02-053-05-06.png,Committee,iam,train
data/iam/iam_words/words\b01\b01-113\b01-113-00-09.png,what,iam,train
data/synthetic/images/synth_00530.png,Tab. Losartan 50mg OD,synthetic,train
data/iam/iam_words/words\e01\e01-055\e01-055-07-02.png,designs,iam,train
data/iam/iam_words/words\a02\a02-082\a02-082-01-00.png,had,iam,train
data/iam/iam_words/words\a01\a01-049\a01-049-01-00.png,off,iam,train
data/iam/iam_words/words\a06\a06-134\a06-134-05-11.png,by,iam,train
data/iam/iam_words/words\a01\a01-082u\a01-082u-04-06.png,Russia,iam,train
data/iam/iam_words/words\a01\a01-122\a01-122-01-06.png,take,iam,train
data/iam/iam_words/words\c02\c02-026\c02-026-02-08.png,his,iam,train
data/iam/iam_words/words\a01\a01-132\a01-132-02-01.png,being,iam,train
data/iam/iam_words/words\a02\a02-067\a02-067-06-01.png,his,iam,train
data/iam/iam_words/words\b05\b05-050\b05-050-03-00.png,of,iam,train
data/iam/iam_words/words\a01\a01-122u\a01-122u-08-07.png,Tory,iam,train
data/iam/iam_words/words\e02\e02-117\e02-117-06-03.png,here,iam,train
data/iam/iam_words/words\c03\c03-021e\c03-021e-02-00.png,sexual,iam,train
data/iam/iam_words/words\b06\b06-087\b06-087-05-04.png,the,iam,train
data/iam/iam_words/words\b06\b06-090\b06-090-06-06.png,German,iam,train
data/iam/iam_words/words\a01\a01-072u\a01-072u-03-02.png,357million,iam,train
data/iam/iam_words/words\c03\c03-000d\c03-000d-01-05.png,opens,iam,train
data/iam/iam_words/words\b04\b04-134\b04-134-04-05.png,and,iam,train
data/iam/iam_words/words\a01\a01-003x\a01-003x-06-00.png,that,iam,train
data/iam/iam_words/words\d01\d01-060\d01-060-01-04.png,texts,iam,train
data/iam/iam_words/words\b02\b02-097\b02-097-08-00.png,and,iam,train
data/iam/iam_words/words\a06\a06-014\a06-014-06-00.png,quick,iam,train
data/iam/iam_words/words\b06\b06-049\b06-049-09-07.png,the,iam,train
data/iam/iam_words/words\d07\d07-082\d07-082-02-07.png,careful,iam,train
data/iam/iam_words/words\e04\e04-030\e04-030-01-00.png,inside,iam,train
data/iam/iam_words/words\b01\b01-023\b01-023-03-06.png,to,iam,train
data/iam/iam_words/words\c03\c03-003f\c03-003f-00-08.png,has,iam,train
data/iam/iam_words/words\b06\b06-087\b06-087-03-03.png,"800,000",iam,train
data/iam/iam_words/words\a06\a06-025\a06-025-05-05.png,unacceptable,iam,train
data/iam/iam_words/words\e06\e06-026\e06-026-07-01.png,replaced,iam,train
data/iam/iam_words/words\d06\d06-037\d06-037-02-05.png,feeling,iam,train
data/iam/iam_words/words\a06\a06-004\a06-004-04-00.png,people,iam,train
data/synthetic/images/synth_00236.png,Tab. Aspirin 75mg OD pc,synthetic,train
data/iam/iam_words/words\b03\b03-104\b03-104-07-02.png,put,iam,train
data/iam/iam_words/words\d01\d01-056\d01-056-04-06.png,speech,iam,train
data/iam/iam_words/words\b03\b03-104\b03-104-02-02.png,of,iam,train
data/iam/iam_words/words\e01\e01-107\e01-107-03-07.png,the,iam,train
data/iam/iam_words/words\c03\c03-096b\c03-096b-02-08.png,effective,iam,train
data/iam/iam_words/words\c03\c03-087f\c03-087f-03-02.png,its,iam,train
data/iam/iam_words/words\e01\e01-113\e01-113-02-04.png,short,iam,train
data/iam/iam_words/words\a06\a06-100\a06-100-00-01.png,to,iam,train
data/iam/iam_words/words\c03\c03-016c\c03-016c-01-04.png,situation,iam,train
data/iam/iam_words/words\e04\e04-011\e04-011-02-00.png,by,iam,train
data/iam/iam_words/words\a06\a06-090\a06-090-00-06.png,were,iam,train
data/iam/iam_words/words\d05\d05-008\d05-008-01-07.png,to,iam,train
data/iam/iam_words/words\c03\c03-084b\c03-084b-03-06.png,the,iam,train
data/iam/iam_words/words\a06\a06-036\a06-036-03-07.png,at,iam,train
data/iam/iam_words/words\a02\a02-078\a02-078-04-04.png,as,iam,train
data/iam/iam_words/words\b05\b05-067\b05-067-02-04.png,he,iam,train
data/iam/iam_words/words\b04\b04-147\b04-147-00-01.png,experiment,iam,train
data/iam/iam_words/words\d01\d01-049\d01-049-06-00.png,simple,iam,train
data/iam/iam_words/words\c06\c06-128\c06-128-07-04.png,minutes,iam,train
data/iam/iam_words/words\b06\b06-056\b06-056-03-02.png,Confusion,iam,train
data/iam/iam_words/words\b06\b06-075\b06-075-07-03.png,those,iam,train
data/iam/iam_words/words\c03\c03-084f\c03-084f-05-03.png,Then,iam,train
data/iam/iam_words/words\b05\b05-074\b05-074-09-04.png,to,iam,train
data/iam/iam_words/words\b06\b06-082\b06-082-06-00.png,of,iam,train
data/iam/iam_words/words\c06\c06-000\c06-000-02-08.png,In,iam,train
data/iam/iam_words/words\a05\a05-022\a05-022-06-05.png,National,iam,train
data/iam/iam_words/words\a03\a03-034\a03-034-01-05.png,The,iam,train
data/iam/iam_words/words\a01\a01-049x\a01-049x-10-02.png,Weaver's,iam,train
data/synthetic/images/synth_00194.png,Tab. Aspirin 75mg OD pc,synthetic,train
data/iam/iam_words/words\c03\c03-000a\c03-000a-03-05.png,Richardson,iam,train
data/iam/iam_words/words\c03\c03-000c\c03-000c-07-00.png,apparent,iam,train
data/iam/iam_words/words\e01\e01-119\e01-119-02-06.png,Do,iam,train
data/iam/iam_words/words\b04\b04-147\b04-147-01-10.png,seven-,iam,train
data/iam/iam_words/words\e06\e06-037\e06-037-09-09.png,of,iam,train
data/iam/iam_words/words\a06\a06-064\a06-064-06-01.png,such,iam,train
data/iam/iam_words/words\d04\d04-071\d04-071-01-04.png,house,iam,train
data/iam/iam_words/words\a02\a02-072\a02-072-05-01.png,tried,iam,train
data/iam/iam_words/words\d06\d06-008\d06-008-01-03.png,so,iam,train
data/synthetic/images/synth_00361.png,Inj. Ranitidine 50mg IV BD,synthetic,train
data/iam/iam_words/words\b05\b05-079\b05-079-00-04.png,included,iam,train
data/iam/iam_words/words\d07\d07-089\d07-089-09-02.png,the,iam,train
data/iam/iam_words/words\b01\b01-000\b01-000-03-01.png,the,iam,train
data/synthetic/images/synth_00056.png,Cap. Amoxicillin 500mg TID x 5d,synthetic,train
data/iam/iam_words/words\a01\a01-026x\a01-026x-03-06.png,in,iam,train
data/iam/iam_words/words\a04\a04-043\a04-043-03-03.png,for,iam,train
data/iam/iam_words/words\c06\c06-043\c06-043-06-03.png,Since,iam,train
data/iam/iam_words/words\b01\b01-014\b01-014-00-07.png,put,iam,train
data/iam/iam_words/words\a06\a06-141\a06-141-04-04.png,Next,iam,train
data/iam/iam_words/words\d05\d05-030\d05-030-07-05.png,the,iam,train
data/iam/iam_words/words\e04\e04-030\e04-030-05-02.png,secured,iam,train
data/iam/iam_words/words\b06\b06-000\b06-000-04-05.png,opposition,iam,train
data/iam/iam_words/words\c04\c04-170\c04-170-01-04.png,left,iam,train
data/iam/iam_words/words\a03\a03-054\a03-054-06-02.png,him,iam,train
data/iam/iam_words/words\a03\a03-073\a03-073-08-01.png,rocket,iam,train
data/iam/iam_words/words\c03\c03-007c\c03-007c-05-06.png,in,iam,train
data/iam/iam_words/words\a01\a01-020x\a01-020x-04-06.png,the,iam,train
data/iam/iam_words/words\a01\a01-026\a01-026-08-05.png,for,iam,train
data/iam/iam_words/words\a06\a06-095\a06-095-00-02.png,said,iam,train
data/iam/iam_words/words\d01\d01-080\d01-080-02-05.png,cases,iam,train
data/iam/iam_words/words\a01\a01-058u\a01-058u-06-04.png,Germany,iam,train
data/iam/iam_words/words\a06\a06-014\a06-014-07-04.png,president,iam,train
data/iam/iam_words/words\b01\b01-084\b01-084-05-05.png,to,iam,train
data/iam/iam_words/words\b04\b04-140\b04-140-03-03.png,he,iam,train
data/iam/iam_words/words\a01\a01-058\a01-058-07-07.png,not,iam,train
data/iam/iam_words/words\b05\b05-074\b05-074-03-07.png,at,iam,train
data/iam/iam_words/words\a05\a05-017\a05-017-00-05.png,trend,iam,train
data/synthetic/images/synth_00626.png,Tab. Diclofenac 50mg BD pc,synthetic,train
data/iam/iam_words/words\d07\d07-100\d07-100-02-05.png,by,iam,train
data/iam/iam_words/words\d04\d04-117\d04-117-04-09.png,our,iam,train
data/iam/iam_words/words\a01\a01-091u\a01-091u-08-00.png,many,iam,train
data/iam/iam_words/words\a01\a01-102\a01-102-09-02.png,real,iam,train
data/iam/iam_words/words\b01\b01-027\b01-027-06-04.png,such,iam,train
data/iam/iam_words/words\a04\a04-039\a04-039-04-00.png,Replying,iam,train
data/iam/iam_words/words\a04\a04-066\a04-066-08-03.png,base,iam,train
data/iam/iam_words/words\a01\a01-026u\a01-026u-00-05.png,Colonial,iam,train
data/iam/iam_words/words\a01\a01-072u\a01-072u-02-03.png,once-and-for-all,iam,train
data/iam/iam_words/words\a02\a02-004\a02-004-05-00.png,France,iam,train
data/iam/iam_words/words\d04\d04-012\d04-012-02-00.png,word,iam,train
data/iam/iam_words/words\b04\b04-202\b04-202-00-02.png,universities,iam,train
data/iam/iam_words/words\d06\d06-063\d06-063-09-03.png,ignorance,iam,train
data/iam/iam_words/words\a01\a01-003\a01-003-08-01.png,that,iam,train
data/iam/iam_words/words\a06\a06-051\a06-051-00-06.png,shame,iam,train
data/iam/iam_words/words\d07\d07-082\d07-082-00-05.png,quotes,iam,train
data/iam/iam_words/words\a01\a01-014\a01-014-03-06.png,to,iam,train
data/iam/iam_words/words\a05\a05-053\a05-053-03-05.png,the,iam,train
data/iam/iam_words/words\a06\a06-004\a06-004-02-03.png,like,iam,train
data/iam/iam_words/words\a05\a05-073\a05-073-07-05.png,party,iam,train
data/iam/iam_words/words\b06\b06-000\b06-000-02-09.png,in,iam,train
data/iam/iam_words/words\c04\c04-156\c04-156-00-00.png,It,iam,train
data/iam/iam_words/words\a01\a01-007x\a01-007x-01-05.png,Most,iam,train
data/iam/iam_words/words\a06\a06-057\a06-057-02-07.png,attack,iam,train
data/iam/iam_words/words\c04\c04-116\c04-116-01-12.png,of,iam,train
data/iam/iam_words/words\d04\d04-071\d04-071-07-03.png,99A,iam,train
data/iam/iam_words/words\c03\c03-021f\c03-021f-00-04.png,girl,iam,train
data/iam/iam_words/words\e04\e04-022\e04-022-02-02.png,exact,iam,train
data/iam/iam_words/words\d04\d04-005\d04-005-02-06.png,that,iam,train
data/iam/iam_words/words\a05\a05-017\a05-017-09-01.png,would,iam,train
data/iam/iam_words/words\e07\e07-061\e07-061-05-04.png,are,iam,train
data/iam/iam_words/words\c01\c01-066\c01-066-02-05.png,person,iam,train
data/iam/iam_words/words\c03\c03-081e\c03-081e-06-07.png,and,iam,train
data/iam/iam_words/words\a05\a05-000\a05-000-03-06.png,to,iam,train
data/iam/iam_words/words\b06\b06-049\b06-049-00-00.png,When,iam,train
data/iam/iam_words/words\b01\b01-027\b01-027-01-05.png,the,iam,train
data/iam/iam_words/words\e06\e06-033\e06-033-04-08.png,Smith's,iam,train
data/iam/iam_words/words\c04\c04-144\c04-144-06-05.png,that,iam,train
data/iam/iam_words/words\a02\a02-072\a02-072-05-11.png,They,iam,train
data/iam/iam_words/words\b06\b06-045\b06-045-07-05.png,win,iam,train
data/iam/iam_words/words\d06\d06-107\d06-107-09-01.png,does,iam,train
data/iam/iam_words/words\a05\a05-039\a05-039-01-03.png,party,iam,train
data/iam/iam_words/words\b04\b04-107\b04-107-02-03.png,orderly,iam,train
data/iam/iam_words/words\e07\e07-066\e07-066-05-09.png,two,iam,train
data/iam/iam_words/words\d06\d06-041\d06-041-01-08.png,be,iam,train
data/iam/iam_words/words\c03\c03-003c\c03-003c-07-03.png,attempted,iam,train
data/iam/iam_words/words\e04\e04-019\e04-019-04-01.png,the,iam,train
data/iam/iam_words/words\a06\a06-051\a06-051-03-03.png,few,iam,train
data/iam/iam_words/words\c04\c04-066\c04-066-03-04.png,Everybody,iam,train
data/iam/iam_words/words\c03\c03-094b\c03-094b-07-03.png,and,iam,train
